Station Number,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-113,SA-113-2001P (96),7/6/2001,--,--,,
S-113,SA-113-2001R (95),7/6/2001,B,Yes,,A
S-113,SA-113-2006,7/12/2006,--,--,,
S-113,SA-113-2006R (552),7/12/2006,B,Yes,,A
S-113,201,8/25/1987,B,Yes,Report,B
S-113,233,8/18/1988,B,No,,C
S-113,260,8/22/1989,B,No,,C
S-113,939,8/16/2000,B,Yes,,B
S-113,1531,8/25/2005,B,Yes,,B
S-114,SA-114-2001,7/6/2001,--,--,Report,
S-114,SA-114-2001P (94),7/6/2001,--,--,,
S-114,SA-114-2001R (93),7/6/2001,B,Yes,,A
S-114,SA-114-2006,7/12/2006,--,--,,
S-114,SA-114-2006R (551),7/12/2006,B,Yes,,A
S-114,202,8/25/1987,B,Yes,Report,B
S-114,232,8/18/1988,B,Yes,,B
S-114,259,8/22/1989,B,Yes,,B
S-114,938,8/16/2000,B,Yes,,A
S-114,1530,8/25/2005,B,Yes,,B
S-115,203,8/27/1987,B,Yes,Report,B
S-116,204,8/27/1987,B,Yes,Report,B
S-117,206,8/27/1987,A,Yes,Report,A
S-118,SA-118-2004,7/22/2004,--,--,Report,
S-118,SA-118-2004R (286),7/22/2004,AA,Yes,,A
S-118,207,8/27/1987,AA,Yes,Report,A
S-118,1391,8/19/2004,AA,Yes,,A
S-118,1417,9/30/2004,AA,Yes,,A
S-119,208,8/27/1987,AA,Yes,Report,A
S-120,209,8/31/1987,B,No,Report,NA
S-121,212,9/10/1987,AA,Yes,Report,A
S-122,214,8/8/1988,C,Yes,Report,C
S-122,708,8/19/1998,C,Yes,,A
S-122,1729,8/22/2008,C,Yes,View,B
S-123,215,8/8/1988,C,No,Report,NA
S-124,278,8/15/1974,B,Yes,Report,B
S-124,268,8/19/1981,B,Yes,,B
S-124,451,9/29/1993,B,Yes,,B
S-124,537,8/23/1994,B,Yes,,B
S-125,279,8/15/1974,C,Yes,Report,C
S-125,269,8/19/1981,C,Yes,,B
S-125,450,9/28/1993,C,Yes,,C
S-125,535,8/25/1994,C,Yes,,C
S-126,280,8/15/1974,C,Yes,Report,C
S-126,270,8/19/1981,C,Yes,,B
S-127,281,8/15/1974,B,No,Report,C
S-127,271,8/19/1981,B,Yes,,B
S-127,540,9/6/1995,B,Yes,,B
S-128,282,8/15/1974,C,Yes,Report,B
S-128,272,8/19/1981,C,Yes,,B
S-128,394,8/21/1992,C,Yes,,B
S-128,443,8/12/1993,C,Yes,,A
S-128,539,8/31/1994,C,Yes,,B
S-129,283,8/15/1974,C,No,Report,NA
S-129,273,8/19/1981,C,Yes,,C
S-129,396,8/21/1992,C,Yes,,B
S-129,442,8/12/1993,C,Yes,,B
S-129,538,8/31/1994,C,Yes,,B
S-129,546,8/30/1995,C,Yes,,B
S-129,2625,8/2/2017,B,Yes,View,B
S-130,284,8/15/1974,B,Yes,Report,B
S-130,274,8/19/1981,B,Yes,,B
S-130,397,8/21/1992,B,Yes,,A
S-130,441,8/12/1993,B,Yes,,A
S-130,1124,8/17/2000,B,Yes,,B
S-131,285,8/15/1974,C,No,Report,NA
S-131,275,8/19/1981,C,Yes,,C
S-132,286,8/15/1974,AA,No,Report,B
S-132,276,8/18/1981,AA,No,,C
S-132,820,8/26/1998,AA,Yes,,A
S-133,287,8/15/1974,C,No,Report,NA
S-133,277,8/18/1981,C,Yes,,C
S-133,549,9/13/1995,C,Yes,,B
S-133,550,8/31/1995,C,Yes,,B
S-134,293,9/17/1991,B,Yes,Report,B
S-135,SA-135-2006,6/27/2006,--,--,Report,
S-135,SA-135-2006R (536),6/27/2006,C,Yes,,B
S-135,SA-135-2014,7/21/2014,--,--,,
S-135,SA-135-2014 (1398),7/21/2014,--,--,,
S-135,SA-135-2014R (1398),7/21/2014,B,Yes,,B
S-135,255,8/21/1989,C,Yes,Report,A
S-135,295,8/20/1990,C,Yes,,A
S-135,561,8/26/1996,C,Yes,,B
S-135,1566,8/15/2006,B,Yes,View,A
S-135,2257,8/7/2014,B,Yes,View,A
S-136,SA-136-2003,7/14/2003,--,--,Report,
S-136,SA-136-2003R (215),7/14/2003,A,Yes,,A
S-136,251,8/18/1989,B,No,Report,C
S-136,299,8/29/1990,A,No,,C
S-136,1243,8/19/2003,A,No,,B
S-136,1614,10/4/2006,A,Yes,,A
S-136,2683,8/29/2018,A,No,,B
S-137,SA-137-2014,7/1/2014,--,--,Report,
S-137,SA-137-2014R (1376),7/1/2014,A,No,,B
S-137,SA-137-2015,7/23/2015,--,--,,
S-137,SA-137-2015R (1540),7/23/2015,A,No,,B
S-137,SA-137-2018,7/2/2018,--,--,,
S-137,SA-137-2018 (1748),7/2/2018,--,--,,
S-137,SA-137-2018R (1748),7/2/2018,--,--,,
S-137,252,8/18/1989,B,No,Report,C
S-137,300,8/29/1990,A,Yes,,A
S-137,1244,8/19/2003,A,No,,B
S-137,1615,10/4/2006,A,Yes,,A
S-137,2200,8/14/2013,A,No,View,B
S-137,2684,8/29/2018,A,Yes,,A
S-138,301,9/17/1991,AA,Yes,Report,A
S-139,303,8/28/1989,AA,No,Report,C
S-139,304,8/28/1989,AA,No,,B
S-139,349,8/28/1989,AA,No,,C
S-140,SA-140-2008,7/21/2008,--,--,Report,
S-140,SA-140-2008R (768),7/21/2008,C,Yes,,A
S-140,306,8/30/1990,C,Yes,Report,C
S-141,307,8/9/1991,B,Yes,Report,A
S-141,374,8/27/1992,B,Yes,,A
S-141,783,8/17/1999,B,Yes,,A
S-141,1937,8/18/2010,B,Yes,View,A
S-141,2351,8/6/2015,B,Yes,View,A
S-142,308,8/9/1991,B,Yes,Report,B
S-142,375,8/27/1992,B,No,,C
S-142,784,8/17/1999,B,Yes,,B
S-142,1938,8/18/2010,B,Yes,View,A
S-142,2352,8/6/2015,B,Yes,View,A
S-143,SA-143-2001,7/20/2001,--,--,Report,
S-143,SA-143-2001P (66),7/20/2001,--,--,,
S-143,314,8/30/1991,B,No,Report,C
S-143,520,9/6/1995,B,Yes,,B
S-143,677,9/22/1997,B,Yes,,B
S-143,755,9/24/1998,B,Yes,,B
S-143,866,9/22/1999,B,Yes,,B
S-143,990,9/11/2000,B,No,,C
S-143,1028,8/24/2001,B,No,,C
S-143,1113,8/7/2001,B,No,,C
S-143,1202,7/31/2002,B,Yes,,B
S-143,1232,8/14/2003,B,No,,NA
S-143,1294,9/30/2003,B,No,,NA
S-143,2348,8/5/2015,B,No,View,C
S-144,SA-144-2001,7/20/2001,--,--,Report,
S-144,SA-144-2001P (112),7/20/2001,--,--,,
S-144,315,8/30/1991,B,No,Report,NA
S-144,521,9/6/1995,B,No,,C
S-144,678,9/22/1997,B,No,,C
S-144,756,9/24/1998,B,No,,NA
S-144,868,9/22/1999,B,No,,NA
S-144,992,9/11/2000,B,No,,NA
S-144,1029,8/24/2001,B,No,,NA
S-144,1114,8/7/2001,B,No,,NA
S-144,1204,7/31/2002,B,No,,NA
S-144,1296,9/30/2003,B,No,,NA
S-145,SA-145-2006,6/21/2006,--,--,Report,
S-145,SA-145-2006R (563),6/21/2006,B,No,,C
S-145,SA-145-2011,7/5/2011,--,--,,
S-145,SA-145-2011R (1074),7/5/2011,B,Yes,,B
S-145,SA-145-2016,7/27/2016,--,--,,
S-145,SA-145-2016R (1652),7/27/2016,--,--,,
S-145,316,9/3/1991,B,Yes,Report,B
S-145,566,8/27/1996,B,Yes,,B
S-145,1049,8/30/2001,B,Yes,,B
S-146,317,9/3/1991,B,Yes,Report,A
S-146,567,8/27/1996,B,Yes,,B
S-147,318,9/3/1991,C,Yes,Report,B
S-148,319,9/4/1991,B,Yes,Report,A
S-148,2484,8/15/2016,B,Yes,View,A
S-149,320,9/4/1991,B,Yes,Report,A
S-149,557,8/20/1996,B,Yes,,A
S-149,1061,9/11/2000,B,Yes,,B
S-150,321,9/4/1991,C,No,Report,NA
S-150,477,9/1/1994,C,Yes,,C
S-150,558,8/20/1996,C,No,,NA
S-151,323,9/6/1991,B,Yes,Report,B
S-151,421,9/2/1993,B,Yes,,B
S-151,544,9/5/1995,B,Yes,,A
S-152,SA-152-2001,7/16/2001,--,--,Report,
S-152,SA-152-2001P (82),7/16/2001,--,--,,
S-152,SA-152-2001R (81),7/16/2001,B,Yes,,B
S-152,SA-152-2004A,7/7/2004,--,--,,
S-152,SA-152-2004AR (255),7/7/2004,B,No,,C
S-152,SA-152-2004B,7/7/2004,--,--,,
S-152,SA-152-2004B (256),7/7/2004,--,--,,
S-152,SA-152-2004BR (256),7/7/2004,B,Yes,,B
S-152,SA-152-2005VB,7/27/2005,--,--,,
S-152,SA-152-2005VB2,8/22/2005,--,--,,
S-152,SA-152-2006,6/27/2006,--,--,,
S-152,SA-152-2006R (537),6/27/2006,B,Yes,,B
S-152,SA-152-2014,7/21/2014,--,--,,
S-152,SA-152-2014R (1397),7/21/2014,B,Yes,,B
S-152,324,9/6/1991,B,Yes,Report,A
S-152,422,9/2/1993,B,Yes,,B
S-152,545,9/5/1995,B,Yes,,A
S-152,1567,8/15/2006,B,Yes,View,A
S-152,2050,8/22/2011,B,Yes,View,B
S-152,2258,8/7/2014,B,Yes,View,B
S-153,328,9/10/1991,B,Yes,Report,A
S-153,384,9/3/1992,B,Yes,,A
S-154,329,9/11/1991,A,No,Report,C
S-154,823,9/17/1998,C,Yes,,C
S-154,2701,9/5/2018,C,Yes,,C
S-155,333,9/13/1991,B,Yes,Report,A
S-155,373,8/27/1992,B,Yes,,A
S-155,812,8/18/1999,B,Yes,,B
S-155,1344,8/18/2005,B,Yes,,B
S-155,1949,8/19/2010,B,Yes,View,B
S-156,334,9/13/1991,B,Yes,Report,B
S-157,335,9/13/1991,B,Yes,Report,B
S-158,336,9/16/1991,AA,Yes,Report,A
S-158,1306,9/13/2004,AA,Yes,,A
S-158,1623,9/13/2005,AA,Yes,,A
S-158,1758,9/26/2006,AA,Yes,,A
S-158,1764,9/26/2007,AA,Yes,,A
S-158,1981,9/25/2008,AA,Yes,View,A
S-158,2005,9/15/2009,AA,Yes,View,A
S-158,2074,9/24/2010,AA,Yes,View,A
S-158,2167,9/21/2011,AA,Yes,View,A
S-158,2234,9/25/2012,AA,Yes,View,A
S-158,2319,9/27/2013,AA,Yes,View,A
S-158,2426,9/24/2014,AA,Yes,View,A
S-158,2615,9/23/2016,AA,Yes,View,A
S-158,2640,9/20/2017,AA,Yes,,A
S-159,SA-159-2011,6/29/2011,--,--,Report,
S-159,SA-159-2011R (1069),6/29/2011,B,Yes,,A
S-159,SA-159-2016,7/6/2016,--,--,,
S-159,SA-159-2016 (1630),7/6/2016,--,--,,
S-159,SA-159-2016R (1630),7/6/2016,--,--,,
S-159,337,9/30/1991,B,Yes,Report,A
S-159,2030,8/10/2011,B,Yes,View,A
S-159,2485,8/15/2016,B,Yes,View,A
S-160,338,9/22/1981,B,Yes,Report,A
S-161,339,9/22/1981,B,Yes,Report,A
S-162,345,8/30/1991,AA,No,Report,B
S-162,346,8/30/1991,AA,No,,B
S-163,347,9/30/1991,A,Yes,Report,A
S-164,348,9/30/1991,A,Yes,Report,A
S-165,350,8/30/1991,A,No,Report,C
S-165,351,8/30/1991,A,No,,C
S-165,413,9/14/1992,A,No,,NA
S-165,847,9/3/1999,A,No,,C
S-165,940,8/25/2000,A,No,,C
S-165,1132,9/21/2001,A,No,,C
S-166,352,8/30/1991,A,No,Report,NA
S-166,353,8/30/1991,A,No,,NA
S-166,984,8/28/2000,A,No,,C
S-166,985,8/28/2000,A,No,,C
S-167,354,9/17/1991,A,No,Report,NA
S-167,355,9/17/1991,A,No,,NA
S-167,986,8/28/2000,A,No,,B
S-167,987,8/28/2000,A,No,,B
S-167,2249,8/23/2013,A,Yes,View,A
S-168,261,8/23/1989,B,Yes,Report,B
S-168,343,10/3/1990,B,No,,NA
S-168,356,8/14/1992,B,Yes,,A
S-168,391,9/14/1992,B,Yes,,B
S-169,357,8/14/1992,B,No,Report,C
S-169,390,9/14/1992,B,No,,C
S-170,SA-170-2008,7/15/2008,--,--,Report,
S-170,SA-170-2008R (766),7/15/2008,B,Yes,,B
S-170,SA-1701-2013,6/26/2013,--,--,,
S-170,SA-170-2013,6/26/2013,--,--,,
S-170,SA-170-2013R (1335),6/26/2013,B,No,,C
S-170,SA-170-2018,6/20/2018,--,--,,
S-170,SA-170-2018R (1732),6/20/2018,--,--,,
S-170,363,8/24/1992,B,No,Report,C
S-170,723,8/25/1998,B,No,,C
S-170,1235,8/15/2003,B,No,,NA
S-170,1726,8/14/2008,B,No,View,NA
S-170,2016,9/30/2010,B,Yes,View,B
S-170,2202,8/15/2013,B,Indeterminate,View,I
S-170,2645,8/7/2018,B,No,,C
S-172,SA-172-2009,6/25/2009,--,--,Report,
S-172,SA-172-2009R (929),6/25/2009,C,Yes,,C
S-172,SA-172-2017,7/11/2017,--,--,,
S-172,SA-172-2017 (1680),7/11/2017,--,--,,
S-172,SA-172-2017R (1680),7/11/2017,--,--,,
S-172,1060,8/28/2001,C,No,Report,NA
S-172,1878,9/3/2009,C,Yes,View,B
S-173,379,9/3/1992,C,Yes,Report,C
S-174,380,9/3/1992,B,No,Report,NA
S-174,638,9/14/1997,B,No,,C
S-175,382,9/4/1992,AA,Yes,Report,A
S-176,176,9/12/1985,B,No,Report,C
S-176,383,9/9/1992,B,Yes,,B
S-176,448,9/29/1993,B,Yes,,B
S-176,533,8/23/1994,B,Yes,,B
S-177,385,9/3/1992,B,No,Report,C
S-178,387,9/16/1992,B,Yes,Report,A
S-179,388,9/16/1992,B,Yes,Report,B
S-180,395,8/21/1992,C,Yes,Report,B
S-180,547,8/30/1995,C,Yes,,B
S-181,414,9/14/1992,A,No,Report,B
S-181,848,9/3/1999,A,No,,C
S-181,941,8/25/2000,A,No,,NA
S-181,1134,9/21/2001,A,No,,C
S-181,1532,9/16/2005,A,Yes,,A
S-181,1612,8/24/2006,A,No,,C
S-182,444,9/17/1993,B,Yes,Report,A
S-183,445,9/17/1993,B,Yes,Report,A
S-184,402,8/18/1992,B,No,Report,C
S-185,403,8/18/1992,B,No,Report,C
S-185,614,8/14/1997,B,No,,C
S-186,404,9/7/1988,C,Yes,Report,B
S-186,761,8/13/1999,C,Yes,,C
S-187,405,9/15/1988,C,Yes,Report,C
S-187,762,8/13/1999,C,Yes,,B
S-188,410,8/18/1992,B,No,Report,NA
S-188,613,8/14/1997,B,No,,C
S-189,411,8/18/1992,B,No,Report,C
S-190,412,8/18/1992,B,Yes,Report,A
S-191,418,8/31/1993,AA,Yes,Report,A
S-192,419,8/31/1993,AA,Yes,Report,A
S-193,420,8/31/1993,A,No,Report,C
S-194,SA-194-2007,7/23/2007,--,--,Report,
S-194,SA-194-2007R (719),7/23/2007,C,Yes,,C
S-194,SA-194-2017,6/28/2017,--,--,,
S-194,SA-194-2017 (1670),6/28/2017,--,--,,
S-194,SA-194-2017R (1670),6/28/2017,--,--,,
S-194,425,9/13/1993,C,Yes,Report,C
S-194,466,8/22/1994,C,No,,NA
S-194,625,8/26/1997,C,Yes,,C
S-194,1222,8/12/2003,C,Yes,,C
S-194,1643,8/10/2007,C,Yes,View,C
S-194,2115,8/16/2012,C,Yes,View,C
S-194,2582,8/22/2017,C,Yes,,C
S-195,428,10/5/1992,B,Yes,Report,B
S-195,1409,9/13/2004,B,Yes,,B
S-196,SA-196-2012,7/20/2012,--,--,Report,
S-196,SA-196-2012R (1158),7/20/2012,B,No,,C
S-196,SA-196-2014,6/30/2014,--,--,,
S-196,SA-196-2014 (1374),6/30/2014,--,--,,
S-196,SA-196-2014R (1374),6/30/2014,B,Yes,,B
S-196,429,10/5/1992,C,Yes,Report,B
S-196,640,9/4/1997,C,Yes,,B
S-196,1651,8/14/2007,C,Yes,View,B
S-196,2107,8/14/2012,B,Yes,View,A
S-196,2259,8/11/2014,B,Yes,View,A
S-197,SA-197-2014,7/30/2014,--,--,Report,
S-197,SA-197-2014R (1415),7/30/2014,B,No,,C
S-197,430,9/14/1993,B,Yes,Report,A
S-197,458,8/24/1994,B,Yes,,B
S-197,2277,8/19/2014,B,Yes,View,B
S-198,431,8/30/1991,C,Yes,Report,C
S-199,432,8/30/1991,C,Yes,Report,B
S-199,633,8/27/1997,C,Yes,,B
S-199,1584,8/23/2006,C,Yes,,A
S-200,433,8/30/1991,C,Yes,Report,B
S-201,434,8/30/1992,C,Yes,Report,C
S-202,435,8/30/1992,C,Yes,Report,C
S-203,436,9/15/1993,A,No,Report,B
S-204,438,9/30/1993,B,Yes,Report,B
S-204,1097,8/30/2001,B,No,,C
S-204,1773,8/28/2008,B,Yes,,B
S-204,2338,9/17/2013,B,Yes,,B
S-205,439,9/30/1993,B,Yes,Report,B
S-205,1100,8/29/2001,B,Yes,,B
S-205,1772,8/28/2008,B,Yes,,B
S-206,440,9/30/1993,A,Yes,Report,A
S-207,449,9/28/1993,B,Yes,Report,B
S-207,536,8/23/1994,B,Yes,,B
S-208,452,9/28/1993,C,Yes,Report,A
S-208,534,8/22/1994,C,Yes,,B
S-209,453,9/15/1993,A,Yes,Report,A
S-210,454,9/15/1993,A,No,Report,B
S-211,SA-211-2014,7/30/2014,--,--,Report,
S-211,SA-211-2014 (1415),7/30/2014,--,--,,
S-211,SA-211-2014R (1415),7/30/2014,--,--,,
S-211,457,8/24/1994,B,Yes,Report,B
S-212,459,8/25/1994,B,Yes,Report,B
S-213,461,8/25/1994,B,Yes,Report,B
S-214,462,8/25/1994,B,Yes,Report,B
S-215,SA-215-2009,7/23/2009,--,--,Report,
S-215,SA-215-2009R (913),7/23/2009,A,No,,C
S-215,465,8/24/1994,B,No,Report,C
S-215,768,8/13/1999,B,No,,C
S-215,1868,8/18/2009,A,Yes,View,A
S-216,471,8/29/1994,B,No,Report,C
S-217,472,8/29/1994,B,Yes,Report,B
S-218,475,8/31/1994,C,Yes,Report,C
S-218,796,8/23/1999,C,Yes,,B
S-218,857,9/3/1999,C,Yes,,C
S-219,476,8/31/1994,C,Yes,Report,C
S-219,797,8/20/1999,C,No,,NA
S-219,1322,8/9/2005,C,Yes,,C
S-219,1968,8/30/2010,C,Indeterminate,View,I
S-219,2395,8/26/2015,C,No,View,NA
S-220,478,9/7/1994,B,No,Report,C
S-220,782,8/17/1999,B,No,,C
S-220,1946,8/19/2010,B,Yes,View,B
S-220,2354,8/6/2015,B,Yes,View,B
S-221,479,9/7/1994,B,Yes,Report,B
S-221,1346,8/18/2005,B,Yes,,A
S-221,1945,8/19/2010,B,Yes,View,B
S-221,2359,8/11/2015,B,Yes,View,B
S-222,484,9/14/1994,C,Yes,Report,B
S-222,942,8/31/2000,C,Yes,,B
S-223,485,9/13/1994,A,No,Report,B
S-224,486,9/13/1994,B,Yes,Report,B
S-225,489,10/3/1994,B,Yes,Report,B
S-226,490,10/3/1994,B,Yes,Report,A
S-227,491,10/3/1994,B,Yes,Report,A
S-228,SA-228-2005,7/12/2005,--,--,Report,
S-228,SA-228-2005C (416),7/12/2005,--,--,,
S-228,SA-228-2005P (415),7/12/2005,--,--,,
S-228,SA-228-2005R (417),7/12/2005,A,No,,NA
S-228,492,10/3/1994,B,Yes,Report,A
S-228,1347,8/18/2005,A,Yes,,A
S-228,1950,8/19/2010,A,Yes,View,A
S-229,493,9/23/1994,B,Yes,Report,A
S-230,SA-230-2004,7/28/2004,--,--,Report,
S-230,SA-230-2004R (311),7/28/2004,B,Yes,,B
S-230,494,9/23/1994,B,Yes,Report,B
S-231,108,9/11/1984,B,No,Report,NA
S-232,SA-232-2010,6/30/2010,--,--,Report,
S-232,SA-232-2010C (955),6/30/2010,--,--,,
S-232,SA-232-2010R (954),6/30/2010,B,Yes,,B
S-232,109,9/11/1984,B,No,Report,NA
S-232,1367,8/11/2004,B,No,,NA
S-232,1917,8/10/2010,B,Indeterminate,View,I
S-233,172,9/3/1985,C,No,Report,NA
S-234,173,9/5/1985,C,Yes,Report,C
S-235,257,8/22/1989,B,No,Report,NA
S-236,258,8/22/1989,B,No,Report,NA
S-237,SA-237-2005,6/29/2005,--,--,Report,
S-237,SA-237-2005R (395),6/29/2005,AA,Yes,,A
S-237,SA-237-2005VB,8/3/2005,--,--,,
S-237,SA-237-2010,7/26/2010,--,--,,
S-237,SA-237-2010R (988),7/26/2010,AA,Yes,,A
S-237,SA-237-2015,7/27/2015,--,--,,
S-237,SA-237-2015R (1542),7/27/2015,AA,Yes,,A
S-237,264,8/28/1989,AA,Yes,Report,A
S-237,1358,9/17/2003,AA,Yes,,A
S-237,1307,9/13/2004,AA,Yes,,A
S-237,1624,9/13/2005,AA,No,,B
S-237,1760,9/28/2006,AA,Yes,,A
S-237,1766,9/26/2007,AA,Yes,,A
S-237,1983,9/24/2008,AA,Yes,View,A
S-237,2007,9/15/2009,AA,Yes,View,A
S-237,2076,9/22/2010,AA,Yes,View,A
S-237,2164,9/19/2011,AA,Yes,View,A
S-237,2235,9/26/2012,AA,Yes,View,A
S-237,2315,9/26/2013,AA,Yes,View,A
S-237,2422,9/23/2014,AA,Yes,View,A
S-237,2527,9/15/2015,AA,No,View,B
S-237,2616,9/21/2016,AA,Yes,View,A
S-237,2636,9/19/2017,AA,Yes,,A
S-238,266,8/28/1989,C,No,Report,NA
S-239,344,10/2/1990,B,No,Report,C
S-240,372,8/27/1992,B,Yes,Report,B
S-240,1349,8/22/2005,B,No,,C
S-241,378,9/1/1992,C,Yes,Report,C
S-242,381,9/4/1992,B,Yes,Report,B
S-243,386,9/15/1992,B,No,Report,C
S-244,531,8/17/1995,C,No,Report,NA
S-244,582,9/9/1996,C,Yes,,B
S-244,928,8/31/2000,C,Yes,,C
S-244,1067,8/2/2001,--,--,,
S-244,1072,8/28/2001,C,Yes,,C
S-244,1192,9/4/2002,C,No,,NA
S-244,1288,8/29/2003,C,Yes,,C
S-244,1301,9/3/2004,C,Yes,,B
S-244,1410,9/13/2004,C,Yes,,B
S-244,1538,8/30/2005,C,Yes,,B
S-244,1620,8/31/2006,C,Yes,,B
S-244,1701,8/30/2007,C,Yes,View,B
S-244,1781,9/4/2008,C,Yes,View,B
S-244,1906,9/16/2009,C,Yes,View,B
S-244,2003,9/1/2010,C,Yes,View,B
S-245,437,9/15/1993,AA,Yes,Report,A
S-246,541,9/6/1995,B,Yes,Report,B
S-247,594,9/9/1996,C,Yes,Report,C
S-247,658,8/1/1997,C,Indeterminate,,I
S-247,662,9/1/1997,C,Yes,,A
S-247,924,8/31/2000,C,Yes,,B
S-247,1064,8/2/2001,C,Yes,,C
S-247,1068,8/28/2001,--,--,,
S-247,1188,9/4/2002,C,Yes,,B
S-247,1290,8/29/2003,C,Yes,,B
S-247,1300,8/3/2004,C,Yes,,B
S-247,1534,8/30/2005,C,Yes,,B
S-247,1616,8/31/2006,C,Yes,,B
S-247,1697,8/30/2007,C,Yes,View,B
S-247,1777,9/4/2008,C,Yes,View,A
S-247,1902,9/16/2009,C,Yes,View,B
S-247,1999,9/1/2010,C,Yes,View,B
S-248,603,8/28/1996,AA,No,Report,B
S-249,604,8/28/1996,AA,No,Report,B
S-250,605,8/28/1996,A,No,Report,B
S-250,684,8/18/1997,A,No,,C
S-251,606,8/28/1996,A,No,Report,NA
S-251,683,8/18/1997,A,No,,NA
S-252,623,8/26/1997,C,Yes,Report,B
S-253,SA-253-2007,6/26/2007,--,--,Report,
S-253,SA-253-2007R (685),6/26/2007,B,No,,C
S-253,SA-253-2012,7/9/2012,--,--,,
S-253,SA-253-2012R (1148),7/9/2012,B,Yes,,B
S-253,SA-253-2017,6/19/2017,--,--,,
S-253,SA-253-2017 (1654),6/19/2017,--,--,,
S-253,SA-253-2017R (1654),6/19/2017,--,--,,
S-253,630,8/27/1997,B,No,Report,C
S-253,1640,8/9/2007,B,No,View,NA
S-253,2567,8/14/2017,B,No,View,C
S-254,631,8/28/1997,B,No,Report,C
S-254,1162,8/21/2002,B,No,,C
S-255,SA-255-2017,7/12/2017,--,--,Report,
S-255,SA-255-2017 (1682),7/12/2017,--,--,,
S-255,SA-255-2017R (1682),7/12/2017,--,--,,
S-255,632,8/28/1997,B,No,Report,C
S-255,2574,8/16/2017,B,No,View,NA
S-256,576,8/29/1996,C,Yes,Report,C
S-256,792,8/20/1999,C,Yes,,C
S-256,1260,8/25/2003,C,Yes,,A
S-257,SA-257-2003,7/9/2003,--,--,Report,
S-257,SA-257-2003R (208),7/9/2003,C,No,,NA
S-257,SA-257-2004,7/6/2004,--,--,,
S-257,SA-257-2004R (268),7/6/2004,C,No,,NA
S-257,SA-257-2005VB,8/4/2005,--,--,,
S-257,SA-257-2015,6/30/2015,--,--,,
S-257,SA-257-2015R (1513),6/30/2015,C,Yes,,C
S-257,577,8/29/1996,C,No,Report,NA
S-257,793,8/20/1999,C,No,,NA
S-257,1259,8/25/2003,C,No,,NA
S-257,1839,8/11/2009,C,No,View,NA
S-257,2373,8/17/2015,C,No,View,NA
S-258,514,8/25/1995,B,No,Report,NA
S-259,SA-259-2010,7/30/2010,--,--,Report,
S-259,SA-259-2010R (991),7/30/2010,C,Yes,,A
S-259,515,8/25/1995,C,Yes,Report,C
S-259,801,8/24/1999,C,Yes,,C
S-259,1340,8/17/2005,C,Yes,,C
S-259,1951,8/23/2010,C,Yes,View,C
S-259,2377,8/18/2015,C,Yes,View,C
S-260,524,8/17/1995,C,Yes,Report,A
S-261,525,8/17/1995,C,Yes,Report,C
S-261,589,9/9/1996,C,Yes,,B
S-262,526,8/17/1995,C,Yes,Report,B
S-262,591,9/9/1996,C,Yes,,B
S-263,527,8/17/1995,C,No,Report,NA
S-263,585,9/9/1996,C,Yes,,B
S-263,659,8/1/1997,C,Indeterminate,,I
S-263,663,9/1/1997,C,Yes,,C
S-263,925,8/31/2000,C,Yes,,B
S-263,1065,8/2/2001,--,--,,
S-263,1069,8/28/2001,C,Yes,,B
S-263,1189,9/4/2002,C,Yes,,C
S-263,1291,8/29/2003,C,Yes,,C
S-263,1302,9/3/2004,C,Yes,,B
S-263,1535,8/30/2005,C,Yes,,B
S-263,1617,8/31/2006,C,Yes,,B
S-263,1698,8/30/2007,C,Yes,View,B
S-263,1778,9/4/2008,C,Yes,View,B
S-263,1903,9/16/2009,C,Yes,View,B
S-263,2000,9/1/2010,C,Yes,View,B
S-264,528,9/2/1995,C,No,Report,NA
S-265,483,9/8/1994,C,No,Report,NA
S-265,530,8/17/1995,C,No,,NA
S-265,583,9/9/1996,C,Yes,,C
S-265,661,8/1/1997,C,Indeterminate,,I
S-265,665,9/1/1997,C,No,,NA
S-265,927,8/31/2000,C,Yes,,C
S-265,1066,8/2/2001,--,--,,
S-265,1071,8/28/2001,C,Yes,,C
S-265,1191,9/4/2002,C,Yes,,C
S-265,1287,8/29/2003,C,Yes,,C
S-265,1303,9/3/2004,C,Yes,,C
S-265,1537,8/30/2005,C,Yes,,C
S-265,1619,8/31/2006,C,Yes,,C
S-265,1700,8/30/2007,C,Yes,View,C
S-265,1780,9/4/2008,C,Yes,View,B
S-265,1905,9/16/2009,C,Yes,View,B
S-265,2002,9/1/2010,C,Yes,View,C
S-266,446,8/19/1993,A,Yes,Report,A
S-267,499,8/17/1995,B,Indeterminate,Report,I
S-268,SA-268-1999,8/31/1999,--,--,Report,
S-268,SA-268-1999P (15),8/31/1999,--,--,,
S-268,SA-268-2002,7/8/2002,--,--,,
S-268,SA-268-2002P (119),7/8/2002,--,--,,
S-268,SA-268-2002R (118),7/8/2002,AA,No,,B
S-268,SA-268-2003,7/1/2003,--,--,,
S-268,SA-268-2003R (191),7/1/2003,AA,No,,B
S-268,SA-268-2004,6/30/2004,--,--,,
S-268,SA-268-2004R (263),6/30/2004,AA,No,,B
S-268,SA-268-2005,7/5/2005,--,--,,
S-268,SA-268-2005R (402),7/5/2005,AA,No,,B
S-268,SA-268-2005VB,8/2/2005,--,--,,
