Station Number,Station,Town,County,Major Drainage,Site Type,Sample Type,Latitude,Longitude
S-732,LIMESTONE STREAM - STATION 732,LIMESTONE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.90695822,-67.81359433
S-733,COLONEY BROOK - STATION 733,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.85582000,-67.79999800
S-733,COLONEY BROOK - STATION 733,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.85582000,-67.79999800
S-734,PRESTILE STREAM - STATION 734,EASTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.66002513,-67.89832303
S-734,PRESTILE STREAM - STATION 734,EASTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.66002513,-67.89832303
S-735,LITTLE MACHIAS RIVER - STATION 735,ASHLAND,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.65187432,-68.42195938
S-736,WEST BRANCH MATTAWAMKEAG RIVER - STATION 736,MORO PLT,AROOSTOOK,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,46.17135900,-68.34015286
S-737,SEBOEIS RIVER - STATION 737,T06 R07 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,46.14417672,-68.63385832
S-737,SEBOEIS RIVER - STATION 737,T06 R07 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.14417672,-68.63385832
S-738,FISH STREAM - STATION 738,PATTEN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.99244914,-68.44172510
S-738,FISH STREAM - STATION 738,PATTEN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.99244914,-68.44172510
S-739,MOUSAM RIVER - STATION 739,SANFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.41110063,-70.72811182
S-740,DENNYS RIVER - STATION 740,DENNYSVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.89959534,-67.26318877
S-741,DENNYS RIVER - STATION 741,DENNYSVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.90024415,-67.24215868
S-741,DENNYS RIVER - STATION 741,DENNYSVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.90024415,-67.24215868
S-742,MERRITT BROOK - STATION 742,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.69946543,-67.96703227
S-742,MERRITT BROOK - STATION 742,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.69946543,-67.96703227
S-743,UNNAMED (SKANKY) STREAM (PRESQUE ISLE) - STATION 743,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.69079392,-68.03998008
S-743,UNNAMED (SKANKY) STREAM (PRESQUE ISLE) - STATION 743,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.69079392,-68.03998008
S-744,TANNING BROOK - STATION 744,MANCHESTER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.34850298,-69.83604564
S-744,TANNING BROOK - STATION 744,MANCHESTER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.34850298,-69.83604564
S-745,BOND BROOK - STATION 745,MANCHESTER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.34815049,-69.83573247
S-746,THACHER BROOK - STATION 746,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.48039842,-70.50317929
S-747,GOODALL BROOK - STATION 747,SANFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.43639041,-70.77845193
S-747,GOODALL BROOK - STATION 747,SANFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.43639041,-70.77845193
S-748,GOODALL BROOK - STATION 748,SANFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.42310862,-70.77231985
S-749,WHITNEY BROOK - STATION 749,BRIDGEWATER,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.44791253,-67.79238896
S-749,WHITNEY BROOK - STATION 749,BRIDGEWATER,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.44791253,-67.79238896
S-750,ALLAGASH RIVER - STATION 750,ALLAGASH,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,47.08314630,-69.05913380
S-751,DOLE BROOK - STATION 751,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.71705382,-70.30910854
S-752,LONG CREEK - STATION 752,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.63663933,-70.32903071
S-753,SOUTH BRANCH LONG CREEK - STATION 753,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.63365470,-70.32140103
S-754,LITTLE MACHIAS RIVER - STATION 754,NASHVILLE PLT,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.70222813,-68.49216356
S-755,MARTIN STREAM (DIXMONT) - STATION 755,DIXMONT,PENOBSCOT,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.72355487,-69.17415291
S-755,MARTIN STREAM (DIXMONT) - STATION 755,DIXMONT,PENOBSCOT,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.72355487,-69.17415291
S-756,MARTIN STREAM (DIXMONT) - STATION 756,DIXMONT,PENOBSCOT,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.72378471,-69.17430976
S-756,MARTIN STREAM (DIXMONT) - STATION 756,DIXMONT,PENOBSCOT,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.72378471,-69.17430976
S-757,EAST BRANCH PISCATAQUA RIVER - STATION 757,FALMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.76077702,-70.26211956
S-758,PISCATAQUA RIVER - STATION 758,CUMBERLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.81322714,-70.30208990
S-759,PISCATAQUA RIVER - STATION 759,FALMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.73763917,-70.29273169
S-759,PISCATAQUA RIVER - STATION 759,FALMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.73763917,-70.29273169
S-760,ROYAL RIVER - STATION 760,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.90007810,-70.27260626
S-761,ROYAL RIVER - STATION 761,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.89921660,-70.27407687
S-762,WEST BRANCH PENOBSCOT RIVER - STATION 762,MEDWAY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.61568892,-68.56108709
S-763,WEST BRANCH PENOBSCOT RIVER - STATION 763,T02 R10 WELS,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.84718026,-69.02059822
S-764,KENDUSKEAG STREAM - STATION 764,CORINTH,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.96056373,-68.99832453
S-765,MEDOMAK RIVER - STATION 765,WALDOBORO,LINCOLN,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.18651350,-69.39181441
S-765,MEDOMAK RIVER - STATION 765,WALDOBORO,LINCOLN,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.18651350,-69.39181441
S-766,SCHOODIC STREAM - STATION 766,MEDFORD,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.29814312,-68.85165263
S-766,SCHOODIC STREAM - STATION 766,MEDFORD,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.29814312,-68.85165263
S-767,HIGGINS BROOK - STATION 767,WELLINGTON,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.02045210,-69.58400902
S-768,CARRYING PLACE STREAM - STATION 768,CARRYING PLACE TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.18148991,-70.01648085
S-768,CARRYING PLACE STREAM - STATION 768,CARRYING PLACE TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.18148991,-70.01648085
S-769,HARDY BROOK - STATION 769,MADRID TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.92365075,-70.41619931
S-769,HARDY BROOK - STATION 769,MADRID TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.92365075,-70.41619931
S-770,COLD BROOK (DEAD RIVER) - STATION 770,PIERCE POND TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.22556913,-70.16720056
S-771,COLD BROOK (DEAD RIVER) - STATION 771,PIERCE POND TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.22649600,-70.17455222
S-772,COLD BROOK (DEAD RIVER) - STATION 772,PIERCE POND TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.22711215,-70.17625139
S-773,STANLEY BROOK - STATION 773,MOUNT DESERT,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.30140133,-68.24216454
S-774,UNNAMED BROOK (DALLAS PLT) - STATION 774,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99061266,-70.52960532
S-775,UNNAMED BROOK (DALLAS PLT) - STATION 775,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99082296,-70.53178491
S-776,UNNAMED BROOK (DALLAS PLT) - STATION 776,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99192123,-70.53446378
S-777,COLD STREAM (DALLAS PLT) - STATION 777,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.98871210,-70.52902548
S-778,COLD STREAM (DALLAS PLT) - STATION 778,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.98979075,-70.53113398
S-779,WHITTEN BROOK - STATION 779,SKOWHEGAN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.76809736,-69.72182295
S-780,NORTH BRANCH MEDUXNEKEAG RIVER - STATION 780,TC R02 WELS,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.35106813,-67.92440895
S-780,NORTH BRANCH MEDUXNEKEAG RIVER - STATION 780,TC R02 WELS,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.35106813,-67.92440895
S-781,BOND BROOK - STATION 781,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32243260,-69.77422837
S-782,BOND BROOK - STATION 782,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32153012,-69.77421651
S-783,BOND BROOK - STATION 783,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32085757,-69.77382377
S-784,KENNEBEC RIVER - STATION 784,FAIRFIELD,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.67229787,-69.62885306
S-785,KENNEBEC RIVER - STATION 785,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.36150232,-69.74585630
S-786,SWAN POND BROOK TRIBUTARY - STATION 786,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.49893839,-70.52985778
S-786,SWAN POND BROOK TRIBUTARY - STATION 786,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.49893839,-70.52985778
S-787,PISCATAQUA RIVER - STATION 787,FALMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.73608896,-70.29390992
S-788,NONESUCH RIVER - STATION 788,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.62038035,-70.42774238
S-788,NONESUCH RIVER - STATION 788,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.62038035,-70.42774238
S-789,STROUDWATER RIVER - STATION 789,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.65526630,-70.40110037
S-790,JAMIE'S STREAM - STATION 790,HALLOWELL,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.29002777,-69.85201326
S-791,JAMIE'S STREAM - STATION 791,MANCHESTER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.28706918,-69.85348429
S-792,CARLISLE BROOK - STATION 792,LYMAN,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.45909297,-70.62210994
S-792,CARLISLE BROOK - STATION 792,LYMAN,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.45909297,-70.62210994
S-793,LONG CREEK - STATION 793,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.64145879,-70.32931998
S-794,UNNAMED STREAM (EMERYS BROOK) - STATION 794,SOUTH BERWICK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.25001738,-70.72018294
S-795,KIMBALL BROOK - STATION 795,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.63060411,-70.25171438
S-796,STROUDWATER RIVER - STATION 796,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.63854878,-70.44648528
S-797,WEST BROOK - STATION 797,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.47236558,-70.45515529
S-797,WEST BROOK - STATION 797,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.47236558,-70.45515529
S-798,EAST BRANCH WEST BROOK - STATION 798,BIDDEFORD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.48042251,-70.44250268
S-799,ROYAL RIVER - STATION 799,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.89075025,-70.27713058
S-799,ROYAL RIVER - STATION 799,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.89075025,-70.27713058
S-801,LIBBY BROOK - STATION 801,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.92143587,-70.31939459
S-802,PRESUMPSCOT RIVER - STATION 802,FALMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.72819117,-70.28556681
S-803,ST JOHN RIVER - STATION 803,T11 R16 WELS,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.58003565,-69.81681187
S-804,SHIELDS BRANCH - STATION 804,T15 R15 WELS,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.94171884,-69.64919354
S-805,SOUTH BRANCH DEAD RIVER - STATION 805,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99487328,-70.54110567
S-806,REDINGTON STREAM - STATION 806,DALLAS PLT,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.99454740,-70.53708728
S-807,UNNAMED STREAM (KINGFIELD) - STATION 807,FREEMAN TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93409766,-70.20589502
S-808,UNNAMED STREAM (KINGFIELD) - STATION 808,KINGFIELD,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93541469,-70.20424398
S-809,UNNAMED STREAM (KINGFIELD) - STATION 809,KINGFIELD,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93560528,-70.20199863
S-810,WALES POND BROOK - UNNAMED TRIBUTARY - STATION 810,HOLLIS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.67021343,-70.62551519
S-811,HUNTERS BROOK - STATION 811,MOUNT DESERT,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.30972653,-68.22216537
S-812,WASSATAQUOIK STREAM - STATION 812,T03 R07 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.90383987,-68.63739670
S-812,WASSATAQUOIK STREAM - STATION 812,T03 R07 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.90383987,-68.63739670
S-813,COVE BROOK - STATION 813,WINTERPORT,WALDO,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.69212350,-68.85137228
S-813,COVE BROOK - STATION 813,WINTERPORT,WALDO,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.69212350,-68.85137228
S-814,CARD BROOK - STATION 814,ELLSWORTH,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.53386507,-68.40796353
S-815,CARD BROOK - STATION 815,ELLSWORTH,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.53109655,-68.41833062
S-815,CARD BROOK - STATION 815,ELLSWORTH,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.53109655,-68.41833062
S-816,MOOSE BROOK - STATION 816,AUBURN,ANDROSCOGGIN,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.02262729,-70.27403608
S-817,GARLAND POND OUTLET - STATION 817,SEBEC,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.20746314,-69.11312677
S-818,WEST SEBOEIS STREAM - STATION 818,T04 R09 NWP,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.52284247,-68.88056268
S-818,WEST SEBOEIS STREAM - STATION 818,T04 R09 NWP,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.52284247,-68.88056268
S-819,LITTLE SMITH BROOK - STATION 819,MILLINOCKET,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.66602387,-68.71050392
S-820,WESTERN LITTLE RIVER - STATION 820,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.69950528,-67.77462683
S-820,WESTERN LITTLE RIVER - STATION 820,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.69950528,-67.77462683
S-821,EASTERN LITTLE RIVER - STATION 821,COLUMBIA FALLS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.69561281,-67.74225907
S-821,EASTERN LITTLE RIVER - STATION 821,COLUMBIA FALLS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.69561281,-67.74225907
S-822,BOYDEN STREAM - STATION 822,PERRY,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.97230093,-67.08880865
S-822,BOYDEN STREAM - STATION 822,PERRY,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.97230093,-67.08880865
S-823,EAST BRANCH PENOBSCOT RIVER - STATION 823,T03 R07 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.86043866,-68.62344208
S-823,EAST BRANCH PENOBSCOT RIVER - STATION 823,T03 R07 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.86043866,-68.62344208
S-824,JEPSON BROOK - STATION 824,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.11240567,-70.21350866
S-824,JEPSON BROOK - STATION 824,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.11240567,-70.21350866
S-825,PLEASANT RIVER (DOWNEAST) - STATION 825,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.69657443,-67.78678035
S-826,SHEEPSCOT RIVER - STATION 826,WHITEFIELD,LINCOLN,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.23071159,-69.58401661
S-827,SEBEC RIVER - STATION 827,MILO,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.24916593,-68.98666552
S-827,SEBEC RIVER - STATION 827,MILO,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.24833706,-68.98660954
S-828,KENDUSKEAG STREAM - STATION 828,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.81252041,-68.78117870
S-829,KENDUSKEAG STREAM - STATION 829,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.81014830,-68.77857578
S-829,KENDUSKEAG STREAM - STATION 829,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.81014830,-68.77857578
S-830,BLACK BROOK - STATION 830,PIERCE POND TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.23037349,-70.18010172
S-831,BLACK BROOK - STATION 831,T03 R04 BKP WKR,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.23341428,-70.18956244
S-832,GRAND LAKE BROOK - STATION 832,T06 ND BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.19717229,-67.84187307
S-833,WEST BRANCH BIG MUSQUASH STREAM - STATION 833,TALMADGE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.32334006,-67.78415469
S-834,BURGESS BROOK - STATION 834,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.62251966,-69.53149623
S-834,BURGESS BROOK - STATION 834,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.62251966,-69.53149623
S-835,BURGESS BROOK - STATION 835,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.61370091,-69.53342736
S-835,BURGESS BROOK - STATION 835,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.61370091,-69.53342736
S-836,SOUTH BRANCH CARRABASSETT RIVER - STATION 836,CARRABASSETT VALLEY,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.07921604,-70.31661307
S-836,SOUTH BRANCH CARRABASSETT RIVER - STATION 836,CARRABASSETT VALLEY,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.07921604,-70.31661307
S-837,VAUGHAN BROOK - STATION 837,HALLOWELL,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.27575257,-69.79925169
S-837,VAUGHAN BROOK - STATION 837,HALLOWELL,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.27575257,-69.79925169
S-838,BOND BROOK - STATION 838,AUGUSTA,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.33933033,-69.80925637
S-839,CARLTON STREAM - STATION 839,TROY,WALDO,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.69498083,-69.28402585
S-839,CARLTON STREAM - STATION 839,TROY,WALDO,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.69498083,-69.28402585
S-840,ORBETON STREAM - STATION 840,MADRID TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.88889379,-70.40650440
S-840,ORBETON STREAM - STATION 840,MADRID TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.88889379,-70.40650440
S-841,NORTH BROOK - STATION 841,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.60709455,-69.50072380
S-841,NORTH BROOK - STATION 841,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.60709455,-69.50072380
S-842,ORBETON STREAM - STATION 842,MADRID TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.88575027,-70.41154673
S-843,NORTH BROOK - STATION 843,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.60209507,-69.50796250
S-844,LILY BAY BROOK - STATION 844,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.60570563,-69.49887461
S-844,LILY BAY BROOK - STATION 844,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.60570563,-69.49887461
S-845,SOUTH BROOK - STATION 845,LILY BAY TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.59442579,-69.50877997
S-846,HOPE BROOK - STATION 846,WASHINGTON,KNOX,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.21936340,-69.37842932
S-847,ST GEORGE RIVER - STATION 847,UNION,KNOX,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.21824640,-69.27830821
