FID,FID_1,Station_Nu,Station,Town,County,Major_Drai,Site_Type,Sample_Typ,Latitude,Longitude,PctImperv
63,73,S-415,LONG CREEK - STATION 415,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.634958359999999,-70.326852119999998,0.3260000
64,98,S-570,LONG CREEK - STATION 570,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.643943620000002,-70.335480169999997,0.3260000
65,99,S-570,LONG CREEK - STATION 570,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.643943620000002,-70.335480169999997,0.3260000
66,102,S-580,LONG CREEK - STATION 580,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.636106210000001,-70.328381429999993,0.3260000
67,122,S-752,LONG CREEK - STATION 752,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.636639330000001,-70.329030709999998,0.3260000
68,72,S-414,LONG CREEK - STATION 414,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.635416550000002,-70.326260210000001,0.4260000
69,101,S-579,LONG CREEK - STATION 579,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.638525379999997,-70.328033759999997,0.4260000
70,132,S-793,LONG CREEK - STATION 793,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.641458790000001,-70.329319979999994,0.4260000
71,65,S-408,SOUTH BRANCH LONG CREEK - STATION 408,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.632774540000000,-70.327454720000006,0.5760000
72,103,S-581,SOUTH BRANCH LONG CREEK - STATION 581,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.632780089999997,-70.325602230000001,0.5760000
73,104,S-581,SOUTH BRANCH LONG CREEK - STATION 581,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.632780089999997,-70.325602230000001,0.5760000
74,123,S-753,SOUTH BRANCH LONG CREEK - STATION 753,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.633654700000001,-70.321401030000004,0.5760000
75,16,S-218,RED BROOK - STATION 218,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.636690320000000,-70.377608980000005,0.1360000
76,17,S-219,RED BROOK - STATION 219,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.633469970000000,-70.376587479999998,0.1360000
77,69,S-412,RED BROOK - STATION 412,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.627943440000003,-70.325611670000001,0.1360000
78,70,S-413,RED BROOK - STATION 413,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.626425720000000,-70.346028959999998,0.1360000
79,71,S-413,RED BROOK - STATION 413,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.626425720000000,-70.346028959999998,0.1360000
80,95,S-560,RED BROOK - STATION 560,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.626075270000001,-70.368400170000001,0.1360000
81,61,S-387,BARBERRY CREEK - STATION 387,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.626482639999999,-70.278076420000005,0.2960000
82,114,S-672,BARBERRY CREEK - STATION 672,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.622723760000000,-70.282746250000002,0.2960000
83,180,W-019,DUCK POND BROOK - W-019,SWEDEN,OXFORD,SACO,WETLAND,WETLAND,44.131513120000001,-70.782359860000000,0.0150000
84,181,W-020,UNNAMED TRIBUTARY TO POWERS BROOK - W-020,SWEDEN,OXFORD,SACO,WETLAND,WETLAND,44.123607909999997,-70.766380150000003,0.0130000
85,48,S-328,PRESUMPSCOT RIVER - STATION 328,WINDHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.739938279999997,-70.430527769999998,0.0940000
86,37,S-301,KIMBALL BROOK - STATION 301,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.623752979999999,-70.259718809999995,0.0700000
87,38,S-302,TROUT BROOK - STATION 302,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.633532430000002,-70.249842790000002,0.1730000
88,39,S-302,TROUT BROOK - STATION 302,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.633532430000002,-70.249842790000002,0.1730000
89,77,S-454,TROUT BROOK - STATION 454,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.629584520000002,-70.249207190000007,0.1730000
90,116,S-675,TROUT BROOK - STATION 675,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.629463999999999,-70.245879000000002,0.1730000
91,117,S-675,TROUT BROOK - STATION 675,SOUTH PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.629463999999999,-70.245879000000002,0.1730000
92,149,S-1040,TROUT BROOK - STATION 1040,CAPE ELIZABETH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.619782000000001,-70.249168999999995,0.1730000
93,199,W-093,TROUT BROOK - W-093,CAPE ELIZABETH,CUMBERLAND,SACO,WETLAND,WETLAND,43.626598340000001,-70.242186480000001,0.1730000
94,182,W-021,OTTER POND - W-021,BRIDGTON,CUMBERLAND,SACO,WETLAND,WETLAND,44.027358780000000,-70.677294209999999,0.0240000
95,118,S-692,UNNAMED STREAM (CAPE ELIZABETH) - STATION 692,CAPE ELIZABETH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.619222940000000,-70.217018690000003,0.1000000
96,171,W-010,NASON'S BROOK - W-010,WESTBROOK,CUMBERLAND,SACO,WETLAND,WETLAND,43.671298489999998,-70.336286380000004,0.3480000
97,207,W-172,NASON'S BROOK (SAUNDER'S WAY) - W-172,WESTBROOK,CUMBERLAND,SACO,WETLAND,WETLAND,43.674244020000003,-70.340024950000000,0.3480000
98,208,W-173,UNNAMED TRIBUTARY TO NASON'S BROOK - W-173,WESTBROOK,CUMBERLAND,SACO,WETLAND MITIGATION,WETLAND,43.666017119999999,-70.335600569999997,0.0940000
99,105,S-638,NASON'S BROOK - STATION 638,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.670712039999998,-70.319216069999996,0.3210000
100,106,S-638,NASON'S BROOK - STATION 638,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.670712039999998,-70.319216069999996,0.3210000
101,200,W-127,NASON'S BROOK (OFF RAND ROAD) - W-127,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.669172629999998,-70.325999809999999,0.3210000
102,184,W-023,CAPISIC POND (INLET) - W-023,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.667759429999997,-70.307094309999997,0.3450000
103,32,S-256,CAPISIC BROOK - STATION 256,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.684973530000001,-70.302966269999999,0.3070000
104,33,S-257,CAPISIC BROOK - STATION 257,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.670352729999998,-70.308444809999997,0.3070000
105,34,S-257,CAPISIC BROOK - STATION 257,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.670352729999998,-70.308444809999997,0.3070000
106,140,S-931,CAPISIC BROOK - STATION 931,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.686000030000002,-70.310319980000003,0.3070000
107,141,S-932,CAPISIC BROOK - STATION 932,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.685969860000000,-70.312700010000000,0.3070000
108,142,S-933,CAPISIC BROOK - UNNAMED TRIBUTARY - STATION 933,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.679719990000002,-70.317240020000000,0.3070000
109,143,S-934,CAPISIC BROOK - STATION 934,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.677960040000002,-70.315210030000003,0.3070000
110,148,S-1039,CAPISIC BROOK - STATION 1039,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.684300999999998,-70.313998999999995,0.3070000
111,134,S-796,STROUDWATER RIVER - STATION 796,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.638548780000001,-70.446485280000005,0.0220000
112,59,S-385,DOLE BROOK - STATION 385,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.704085370000001,-70.300678800000000,0.2750000
113,60,S-386,DOLE BROOK - STATION 386,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.705048079999997,-70.306311070000007,0.2750000
114,121,S-751,DOLE BROOK - STATION 751,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.717053819999997,-70.309108539999997,0.2750000
115,186,W-025,DOLE BROOK - W-025,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.718573659999997,-70.312369000000004,0.2750000
116,187,W-026,DOLE BROOK - W-026,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.708219839999998,-70.308204230000001,0.2750000
117,5,S-72,PRESUMPSCOT RIVER - STATION 72,WESTBROOK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.702384870000003,-70.325701800000004,0.3210000
118,185,W-024,UNNAMED TRIBUTARY TO PRESUMPSCOT RIVER - W-024,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.698484729999997,-70.322720090000004,0.3210000
119,0,S-66,STROUDWATER RIVER - STATION 66,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.644781760000001,-70.409495800000002,0.0390000
120,1,S-67,STROUDWATER RIVER - STATION 67,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.643035470000001,-70.411921989999996,0.0390000
121,30,S-240,STROUDWATER RIVER - STATION 240,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.645586629999997,-70.408843959999999,0.0390000
122,131,S-789,STROUDWATER RIVER - STATION 789,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.655266300000001,-70.401100369999995,0.0390000
123,74,S-448,MILE BROOK - STATION 448,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,44.012334000000003,-70.529006999999993,0.0260000
124,75,S-448,MILE BROOK - STATION 448,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.012334000000003,-70.529006999999993,0.0260000
125,76,S-449,MILE BROOK - STATION 449,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.008891239999997,-70.524746010000001,0.0260000
126,145,S-998,MILE BROOK - STATION 998,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,44.010497999999998,-70.534445000000005,0.0260000
127,146,S-998,MILE BROOK - STATION 998,CASCO,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.010497999999998,-70.534445000000005,0.0260000
128,144,S-948,MILE BROOK - STATION 948,NAPLES,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.986593999999997,-70.560874999999996,0.0410000
129,85,S-474,TANNERY BROOK - STATION 474,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.701356930000003,-70.436280900000000,0.0430000
130,86,S-474,TANNERY BROOK - STATION 474,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.701356930000003,-70.436280900000000,0.0430000
131,164,W-003,EAST BRANCH CHANDLER RIVER - W-003,DURHAM,ANDROSCOGGIN,SACO,WETLAND,WETLAND,43.949428370000000,-70.130522060000004,0.0180000
132,57,S-382,DOUGLAS BROOK - STATION 382,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.707333210000002,-70.519133089999997,0.0420000
133,58,S-383,DOUGLAS BROOK - STATION 383,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.727144660000000,-70.471037740000000,0.0420000
134,159,S-1075,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1075,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.734043999999997,-70.533506000000003,0.0370000
135,151,S-1067,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1067,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.748427999999997,-70.537809999999993,0.0940000
136,152,S-1068,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1068,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.747782999999998,-70.537558000000004,0.0940000
137,153,S-1069,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1069,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.747211000000000,-70.537270000000007,0.0940000
138,154,S-1070,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1070,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.746988000000002,-70.537103000000002,0.0940000
